city,state_code,total,total_user,total_p,virus,user_virus,virus_p,virus_rel_p,user_virus_p
Walker Mill,MD,1743,218,7.9954128440367,1,1,1,0.057372346528973,0.458715596330275
Westfield,NJ,1972,217,9.08755760368664,31,9,3.44444444444444,1.57200811359026,4.14746543778802
Oswego,NY,3092,217,14.2488479262673,10,8,1.25,0.323415265200517,3.68663594470046
East Haven,CT,2009,217,9.25806451612903,9,7,1.28571428571429,0.447984071677452,3.2258064516129
Fort Walton Beach,FL,1142,217,5.26267281105991,4,4,1,0.350262697022767,1.84331797235023
Manchester,VA,1465,217,6.75115207373272,5,4,1.25,0.341296928327645,1.84331797235023
Hazlet,NJ,1721,217,7.93087557603687,3,3,1,0.174317257408483,1.38248847926267
Half Moon Bay,CA,926,217,4.26728110599078,3,2,1.5,0.323974082073434,0.921658986175115
Brownsville,FL,934,217,4.30414746543779,1,1,1,0.107066381156317,0.460829493087558
Durant,OK,1555,217,7.16589861751152,1,1,1,0.0643086816720257,0.460829493087558
Palm Valley,FL,1320,216,6.11111111111111,13,9,1.44444444444444,0.984848484848485,4.16666666666667
Penn Hills,PA,4223,216,19.5509259259259,11,6,1.83333333333333,0.260478332938669,2.77777777777778
California,MD,2731,216,12.6435185185185,6,5,1.2,0.219699743683632,2.31481481481481
Clark,NJ,1269,216,5.875,6,5,1.2,0.472813238770686,2.31481481481481
Cocoa,FL,1389,216,6.43055555555556,13,5,2.6,0.935925125989921,2.31481481481481
Ferndale,MD,1552,216,7.18518518518519,17,5,3.4,1.09536082474227,2.31481481481481
Lakewood Club,MI,945,216,4.375,6,5,1.2,0.634920634920635,2.31481481481481
Taylors,SC,2468,216,11.4259259259259,4,4,1,0.162074554294976,1.85185185185185
Irwindale,CA,550,216,2.5462962962963,2,2,1,0.363636363636364,0.925925925925926
Seacoll,FL,1583,216,7.3287037037037,2,2,1,0.126342387871131,0.925925925925926
Centereach,NY,2099,215,9.76279069767442,15,8,1.875,0.714626012386851,3.72093023255814
Bloomingdale,IL,1110,215,5.16279069767442,8,6,1.33333333333333,0.720720720720721,2.7906976744186
North Augusta,SC,1936,215,9.0046511627907,5,5,1,0.258264462809917,2.32558139534884
Fair Oaks,CA,1298,215,6.03720930232558,4,4,1,0.308166409861325,1.86046511627907
Linton Hall,VA,1585,215,7.37209302325581,6,3,2,0.378548895899054,1.3953488372093
Donna,TX,954,215,4.43720930232558,2,2,1,0.209643605870021,0.930232558139535
Windcrest,TX,991,215,4.6093023255814,5,2,2.5,0.504540867810293,0.930232558139535
Glens Falls,NY,1563,215,7.26976744186047,1,1,1,0.0639795265515035,0.465116279069767
West Nyack,NY,2757,215,12.8232558139535,1,1,1,0.0362713093942691,0.465116279069767
Sausalito,CA,875,214,4.08878504672897,14,8,1.75,1.6,3.73831775700935
Hopkins,MN,1215,214,5.67757009345794,6,6,1,0.493827160493827,2.80373831775701
Hudson,OH,1486,214,6.94392523364486,6,6,1,0.403768506056528,2.80373831775701
Maryville,MO,2080,214,9.7196261682243,10,5,2,0.480769230769231,2.33644859813084
Santa Paula,CA,3575,214,16.7056074766355,5,4,1.25,0.13986013986014,1.86915887850467
Lakewood Shores,IL,1023,214,4.7803738317757,9,3,3,0.879765395894428,1.4018691588785
West Chicago,IL,1091,214,5.0981308411215,3,3,1,0.274977085242896,1.4018691588785
North Hills,NY,575,214,2.68691588785047,1,1,1,0.173913043478261,0.467289719626168
Thomasville,NC,2173,214,10.1542056074766,1,1,1,0.0460193281178095,0.467289719626168
Arcata,CA,4016,213,18.8544600938967,19,10,1.9,0.473107569721116,4.69483568075117
New Paltz,NY,2274,213,10.6760563380282,14,8,1.75,0.615655233069481,3.75586854460094
Bartlett,IL,1989,213,9.33802816901408,23,7,3.28571428571429,1.15635997988939,3.28638497652582
Grayslake,IL,1622,213,7.6150234741784,11,5,2.2,0.678175092478422,2.34741784037559
Indian Wells,CA,707,213,3.31924882629108,8,5,1.6,1.13154172560113,2.34741784037559
Brent,FL,1604,213,7.53051643192488,6,4,1.5,0.374064837905237,1.87793427230047
Alliance,OH,2542,213,11.9342723004695,3,3,1,0.11801730920535,1.40845070422535
Jenks,OK,1662,213,7.80281690140845,4,3,1.33333333333333,0.240673886883273,1.40845070422535
Muskegon,MI,5247,213,24.6338028169014,17,3,5.66666666666667,0.323994663617305,1.40845070422535
Arnold,MD,1652,213,7.75586854460094,2,2,1,0.121065375302663,0.938967136150235
Hobe Sound,FL,3219,213,15.112676056338,1,1,1,0.0310655483069276,0.469483568075117
Parkers-Iron Springs,AR,3081,212,14.5330188679245,21,6,3.5,0.68159688412853,2.83018867924528
Florida City,FL,1009,212,4.75943396226415,12,5,2.4,1.18929633300297,2.35849056603774
Franklin,WI,2343,212,11.0518867924528,15,5,3,0.640204865556978,2.35849056603774
New Iberia,LA,2627,212,12.3915094339623,5,4,1.25,0.190331176246669,1.88679245283019
Saddle Brook,NJ,1373,212,6.47641509433962,4,4,1,0.291332847778587,1.88679245283019
Manchester,MO,1939,212,9.14622641509434,5,3,1.66666666666667,0.257864878803507,1.41509433962264
Mequon,WI,864,212,4.07547169811321,3,3,1,0.347222222222222,1.41509433962264
Treasure Island,FL,1009,212,4.75943396226415,4,3,1.33333333333333,0.396432111000991,1.41509433962264
Fords,NJ,700,212,3.30188679245283,1,1,1,0.142857142857143,0.471698113207547
Sun City,CA,913,211,4.32701421800948,7,6,1.16666666666667,0.766703176341731,2.8436018957346
Sonoma,CA,2056,211,9.74407582938389,15,5,3,0.729571984435798,2.3696682464455
Timberlane,LA,2474,211,11.7251184834123,7,4,1.75,0.282942603071948,1.8957345971564
Elkhorn,NE,936,211,4.43601895734597,2,2,1,0.213675213675214,0.947867298578199
Adrian,MI,1907,211,9.03791469194313,1,1,1,0.0524383848977451,0.4739336492891
Seven Springs,FL,2210,210,10.5238095238095,13,8,1.625,0.588235294117647,3.80952380952381
Plattsburgh,NY,3966,210,18.8857142857143,26,7,3.71428571428571,0.655572365103379,3.33333333333333
Leavenworth,KS,3062,210,14.5809523809524,12,6,2,0.391900718484651,2.85714285714286
Mims,FL,1538,210,7.32380952380952,7,5,1.4,0.455136540962289,2.38095238095238
Inver Grove Heights,MN,2053,210,9.77619047619048,5,4,1.25,0.243546030199708,1.9047619047619
Marlow,OK,1116,210,5.31428571428571,4,4,1,0.3584229390681,1.9047619047619
Baldwin,NY,1464,210,6.97142857142857,2,2,1,0.136612021857924,0.952380952380952
Weston,MA,595,210,2.83333333333333,4,2,2,0.672268907563025,0.952380952380952
East Marion,NY,1167,210,5.55714285714286,7,1,7,0.599828620394173,0.476190476190476
Gadsden,AL,1889,210,8.9952380952381,2,1,2,0.105876124933827,0.476190476190476
Los Banos,CA,2667,209,12.7607655502392,12,11,1.09090909090909,0.449943757030371,5.26315789473684
Chicago Heights,IL,1479,209,7.07655502392345,10,9,1.11111111111111,0.676132521974307,4.30622009569378
Minster,OH,2476,209,11.8468899521531,12,8,1.5,0.484652665589661,3.82775119617225
Raytown,MO,3088,209,14.7751196172249,51,6,8.5,1.65155440414508,2.87081339712919
North New Hyde Park,NY,906,209,4.33492822966507,11,5,2.2,1.21412803532009,2.39234449760766
Gladeview,FL,1714,209,8.20095693779904,4,3,1.33333333333333,0.233372228704784,1.43540669856459
Quincy,IL,2288,209,10.9473684210526,4,3,1.33333333333333,0.174825174825175,1.43540669856459
Elizabeth City,NC,2451,209,11.7272727272727,2,2,1,0.0815993472052224,0.956937799043062
Riverdale Park,MD,996,209,4.76555023923445,4,2,2,0.401606425702811,0.956937799043062
Rosaryville,MD,1119,209,5.35406698564593,2,2,1,0.178731009830206,0.956937799043062
Bryant,AR,1091,209,5.2200956937799,1,1,1,0.0916590284142988,0.478468899521531
Slippery Rock,PA,1522,209,7.2822966507177,1,1,1,0.0657030223390276,0.478468899521531
Sunset Valley,TX,736,209,3.52153110047847,1,1,1,0.135869565217391,0.478468899521531
Sammamish,WA,2294,208,11.0288461538462,49,25,1.96,2.13600697471665,12.0192307692308
Mays Chapel,MD,1375,208,6.61057692307692,12,8,1.5,0.872727272727273,3.84615384615385
Del Rio,CA,1365,208,6.5625,10,6,1.66666666666667,0.732600732600733,2.88461538461538
Bourbonnais,IL,2111,208,10.1490384615385,5,5,1,0.236854571293226,2.40384615384615
Howell,NJ,6262,208,30.1057692307692,6,5,1.2,0.0958160332162248,2.40384615384615
Thunderbolt,GA,4622,208,22.2211538461538,6,5,1.2,0.129813933362181,2.40384615384615
Ridgefield Park,NJ,1142,208,5.49038461538462,4,4,1,0.350262697022767,1.92307692307692
Delanco,NJ,628,208,3.01923076923077,3,3,1,0.477707006369427,1.44230769230769
Fitchburg,WI,1266,208,6.08653846153846,3,3,1,0.23696682464455,1.44230769230769
Marion,KY,2295,208,11.0336538461538,2,2,1,0.0871459694989107,0.961538461538462
Jonesboro,GA,894,208,4.29807692307692,1,1,1,0.111856823266219,0.480769230769231
Springdale,OH,1205,208,5.79326923076923,0,0,0,0,0
Totowa,NJ,1245,208,5.98557692307692,0,0,0,0,0
Plainfield,NJ,3762,207,18.1739130434783,22,5,4.4,0.584795321637427,2.41545893719807
Lockport,IL,1317,207,6.36231884057971,4,4,1,0.303720577069096,1.93236714975845
Syosset,NY,814,207,3.93236714975845,5,4,1.25,0.614250614250614,1.93236714975845
Absecon,NJ,2324,207,11.2270531400966,12,2,6,0.516351118760757,0.966183574879227
Lantana,TX,2128,207,10.280193236715,3,2,1.5,0.140977443609023,0.966183574879227
Mountain Park,GA,1370,207,6.61835748792271,2,2,1,0.145985401459854,0.966183574879227
Ken Caryl,CO,2542,206,12.3398058252427,23,12,1.91666666666667,0.904799370574351,5.8252427184466
Hinesville,GA,3095,206,15.0242718446602,10,6,1.66666666666667,0.323101777059774,2.9126213592233
Burr Ridge,IL,1473,206,7.1504854368932,8,5,1.6,0.543109300746775,2.42718446601942
Granbury,TX,1287,206,6.24757281553398,6,5,1.2,0.466200466200466,2.42718446601942
Parma Heights,OH,1711,206,8.30582524271845,5,4,1.25,0.292226767971946,1.94174757281553
Cheverly,MD,1429,206,6.9368932038835,3,3,1,0.209937018894332,1.45631067961165
Eastpointe,MI,2471,206,11.995145631068,2,2,1,0.0809388911371914,0.970873786407767
Cherry Hill,VA,1570,206,7.62135922330097,8,1,8,0.509554140127389,0.485436893203883
Jackson,WY,928,206,4.50485436893204,1,1,1,0.107758620689655,0.485436893203883
Schofield Barracks,HI,2973,205,14.5024390243902,17,11,1.54545454545455,0.571812983518332,5.36585365853659
Mountlake Terrace,WA,2444,205,11.9219512195122,36,9,4,1.47299509001637,4.39024390243902
De Queen,AR,2081,205,10.1512195121951,10,8,1.25,0.480538202787122,3.90243902439024
Blue Island,IL,1290,205,6.29268292682927,9,6,1.5,0.697674418604651,2.92682926829268
Ronkonkoma,NY,1362,205,6.64390243902439,7,5,1.4,0.513950073421439,2.4390243902439
Darien,WI,662,205,3.22926829268293,6,4,1.5,0.906344410876133,1.95121951219512
Loganville,GA,1994,205,9.72682926829268,12,4,3,0.601805416248746,1.95121951219512
Niles,OH,2880,205,14.0487804878049,9,4,2.25,0.3125,1.95121951219512
Smith Mills,MA,1091,205,5.3219512195122,4,4,1,0.366636113657195,1.95121951219512
Montrose,VA,1685,205,8.21951219512195,4,3,1.33333333333333,0.237388724035608,1.46341463414634
Pineville,LA,2173,205,10.6,3,3,1,0.138057984353428,1.46341463414634
Scott,LA,2224,205,10.8487804878049,5,3,1.66666666666667,0.224820143884892,1.46341463414634
Pittsfield,MA,3310,204,16.2254901960784,16,10,1.6,0.483383685800604,4.90196078431373
Aberdeen,MD,2319,204,11.3676470588235,12,8,1.5,0.517464424320828,3.92156862745098
American Canyon,CA,1381,204,6.76960784313726,12,7,1.71428571428571,0.868935553946416,3.43137254901961
Brick,NJ,1215,204,5.95588235294118,6,5,1.2,0.493827160493827,2.45098039215686
Mount Helix,CA,3273,204,16.0441176470588,48,5,9.6,1.46654445462878,2.45098039215686
Westbury,NY,2233,204,10.9460784313725,15,5,3,0.671742051052396,2.45098039215686
Wethersfield,CT,1836,204,9,12,5,2.4,0.65359477124183,2.45098039215686
Holladay,UT,1840,204,9.01960784313726,5,4,1.25,0.271739130434783,1.96078431372549
Burbank,IL,2107,204,10.328431372549,3,3,1,0.142382534409112,1.47058823529412
Murphy,TX,1029,204,5.04411764705882,5,3,1.66666666666667,0.485908649173955,1.47058823529412
Villa Park,IL,1463,204,7.17156862745098,7,2,3.5,0.478468899521531,0.980392156862745
Grace,WA,2659,203,13.0985221674877,36,16,2.25,1.35389244076721,7.88177339901478
Fleming Island,FL,1535,203,7.5615763546798,12,8,1.5,0.781758957654723,3.94088669950739
Metuchen,NJ,773,203,3.80788177339901,8,6,1.33333333333333,1.03492884864166,2.95566502463054
Bay Point,CA,2133,203,10.5073891625616,8,5,1.6,0.375058602906704,2.46305418719212
Crowley,TX,1381,203,6.80295566502463,8,5,1.6,0.57929036929761,2.46305418719212
Grandview,MO,2184,203,10.7586206896552,5,5,1,0.228937728937729,2.46305418719212
Lafayette,IN,996,203,4.9064039408867,4,4,1,0.401606425702811,1.97044334975369
Lumberton,NC,1598,203,7.87192118226601,3,3,1,0.187734668335419,1.47783251231527
Broussard,LA,1293,203,6.36945812807882,2,2,1,0.154679040989946,0.985221674876847
Watauga,TX,1274,203,6.27586206896552,3,2,1.5,0.235478806907378,0.985221674876847
White Center,WA,1468,202,7.26732673267327,19,13,1.46153846153846,1.29427792915531,6.43564356435644
Pacific Grove,CA,1496,202,7.40594059405941,17,9,1.88888888888889,1.13636363636364,4.45544554455446
Fairland,MD,4404,202,21.8019801980198,17,8,2.125,0.386012715712988,3.96039603960396
Bedford,MA,1293,202,6.4009900990099,10,6,1.66666666666667,0.773395204949729,2.97029702970297
Warren,OH,4560,202,22.5742574257426,13,6,2.16666666666667,0.285087719298246,2.97029702970297
Alsip,IL,1204,202,5.96039603960396,8,5,1.6,0.664451827242525,2.47524752475248
El Dorado Hills,CA,2143,202,10.6089108910891,7,5,1.4,0.326644890340644,2.47524752475248
Carlisle,PA,1665,202,8.24257425742574,10,4,2.5,0.600600600600601,1.98019801980198
Lathrop,CA,1466,202,7.25742574257426,8,4,2,0.545702592087312,1.98019801980198
New Caney,TX,690,202,3.41584158415842,2,2,1,0.289855072463768,0.99009900990099
Newburg,KY,899,202,4.45049504950495,2,2,1,0.222469410456062,0.99009900990099
Grand Terrace,CA,926,202,4.58415841584158,1,1,1,0.107991360691145,0.495049504950495
Lake Lucerne,FL,689,202,3.41089108910891,0,0,0,0,0
Kingston,NY,1941,201,9.65671641791045,7,7,1,0.360638845955693,3.48258706467662
Eastlake,OH,1287,201,6.40298507462687,5,4,1.25,0.388500388500388,1.99004975124378
Bear,DE,2189,201,10.8905472636816,3,3,1,0.137048880767474,1.49253731343284
Kingston,RI,1685,201,8.38308457711443,5,3,1.66666666666667,0.29673590504451,1.49253731343284
Washington,PA,1983,201,9.86567164179104,14,3,4.66666666666667,0.706001008572869,1.49253731343284
Gardere,LA,1938,201,9.64179104477612,1,1,1,0.0515995872033024,0.497512437810945
Echelon,NJ,2314,201,11.5124378109453,0,0,0,0,0
Waterford,CT,1269,201,6.3134328358209,0,0,0,0,0
Reisterstown,MD,1391,200,6.955,7,7,1,0.503235082674335,3.5
Ashland,KY,1887,200,9.435,7,6,1.16666666666667,0.370959194488606,3
Plainsboro,NJ,973,200,4.865,6,5,1.2,0.616649537512847,2.5
South Holland,IL,1617,200,8.085,16,5,3.2,0.989486703772418,2.5
Highland Village,TX,1963,200,9.815,6,4,1.5,0.305654610290372,2
Macomb,IL,2523,200,12.615,5,3,1.66666666666667,0.198176773682124,1.5
North East,MD,639,200,3.195,0,0,0,0,0
Erlanger,KY,967,199,4.85929648241206,7,6,1.16666666666667,0.723888314374354,3.01507537688442
Temple City,CA,1975,199,9.92462311557789,10,6,1.66666666666667,0.506329113924051,3.01507537688442
Yucca Valley,CA,1257,199,6.31658291457286,12,5,2.4,0.954653937947494,2.51256281407035
Chaska,MN,1504,199,7.55778894472362,9,4,2.25,0.598404255319149,2.01005025125628
Fernandina Beach,FL,1040,199,5.22613065326633,12,2,6,1.15384615384615,1.00502512562814
Ada,OK,2171,199,10.9095477386935,1,1,1,0.0460617227084293,0.50251256281407
West Springfield,VA,2839,198,14.3383838383838,16,9,1.77777777777778,0.563578724903135,4.54545454545455
Bonita,CA,1869,198,9.43939393939394,13,8,1.625,0.695559122525415,4.04040404040404
Warsaw,IN,1747,198,8.82323232323232,17,7,2.42857142857143,0.973096737263881,3.53535353535353
Collingswood,NJ,1716,198,8.66666666666667,9,6,1.5,0.524475524475524,3.03030303030303
Saratoga,CA,1228,198,6.2020202020202,6,5,1.2,0.488599348534202,2.52525252525252
Martinsburg,WV,1588,198,8.02020202020202,8,3,2.66666666666667,0.503778337531486,1.51515151515152
Shively,KY,2767,198,13.9747474747475,3,3,1,0.108420672208168,1.51515151515152
Garden City,ID,1163,198,5.87373737373737,2,2,1,0.171969045571797,1.01010101010101
Shelby,NC,1210,198,6.11111111111111,1,1,1,0.0826446280991736,0.505050505050505
White Horse,NJ,1741,197,8.83756345177665,23,7,3.28571428571429,1.32107983917289,3.55329949238579
Suisun City,CA,1829,197,9.28426395939086,6,6,1,0.328048113723346,3.04568527918782
Garfield,NJ,2025,197,10.2791878172589,5,5,1,0.246913580246914,2.53807106598985
Country Walk,FL,1656,197,8.40609137055838,5,4,1.25,0.301932367149758,2.03045685279188
Marysville,OH,1380,197,7.00507614213198,7,4,1.75,0.507246376811594,2.03045685279188
Vermillion,SD,1511,197,7.67005076142132,3,3,1,0.198544010589014,1.52284263959391
Dinuba,CA,3297,197,16.7360406091371,20,2,10,0.606612071580225,1.01522842639594
Indianola,IA,967,197,4.90862944162437,3,2,1.5,0.31023784901758,1.01522842639594
Fountain Hills,AZ,7161,196,36.5357142857143,42,8,5.25,0.586510263929619,4.08163265306122
Rose Hill,VA,1146,196,5.8469387755102,9,5,1.8,0.785340314136126,2.55102040816327
Sanford,NC,3003,196,15.3214285714286,6,5,1.2,0.1998001998002,2.55102040816327
Twin Falls,ID,1894,196,9.66326530612245,6,4,1.5,0.316789862724393,2.04081632653061
Carteret,NJ,2358,196,12.030612244898,2,2,1,0.0848176420695505,1.02040816326531
Fond du Lac,WI,1397,196,7.12755102040816,3,2,1.5,0.214745884037223,1.02040816326531
Matteson,IL,1241,196,6.33163265306122,8,2,4,0.64464141821112,1.02040816326531
Halawa,HI,833,196,4.25,1,1,1,0.120048019207683,0.510204081632653
McMinnville,OR,2114,195,10.8410256410256,18,8,2.25,0.851466414380322,4.1025641025641
Wekiwa Springs,FL,1025,195,5.25641025641026,6,5,1.2,0.585365853658537,2.56410256410256
Avon Lake,OH,1752,195,8.98461538461538,5,4,1.25,0.285388127853881,2.05128205128205
Essex,MD,2309,195,11.8410256410256,9,4,2.25,0.389779125162408,2.05128205128205
Colonia,NJ,1212,195,6.21538461538462,3,3,1,0.247524752475248,1.53846153846154
Mickleton,NJ,1258,195,6.45128205128205,3,3,1,0.238473767885533,1.53846153846154
Pleasantville,NJ,1441,195,7.38974358974359,3,3,1,0.208188757807078,1.53846153846154
Westwood,MA,686,195,3.51794871794872,4,3,1.33333333333333,0.583090379008747,1.53846153846154
White Bear Lake,MN,1929,195,9.89230769230769,15,3,5,0.777604976671851,1.53846153846154
Flemington,NJ,993,195,5.09230769230769,2,2,1,0.201409869083585,1.02564102564103
Maywood,IL,2787,195,14.2923076923077,4,1,4,0.143523501973448,0.512820512820513
Pinehurst,NC,2126,194,10.9587628865979,18,7,2.57142857142857,0.846660395108184,3.60824742268041
Lansford,PA,1549,194,7.98453608247423,9,6,1.5,0.581020012911556,3.09278350515464
Larksville,PA,711,194,3.66494845360825,13,6,2.16666666666667,1.82841068917018,3.09278350515464
Delaware,OH,2141,194,11.0360824742268,8,5,1.6,0.373657169546941,2.57731958762887
Cudahy,CA,1308,194,6.74226804123711,4,4,1,0.305810397553517,2.06185567010309
Nanuet,NY,1418,194,7.30927835051546,3,3,1,0.211565585331453,1.54639175257732
Saylorville,IA,845,194,4.35567010309278,3,3,1,0.355029585798817,1.54639175257732
Tifton,GA,1490,194,7.68041237113402,3,3,1,0.201342281879195,1.54639175257732
Alton,TX,986,194,5.08247422680412,2,2,1,0.202839756592292,1.03092783505155
Jessup,MD,1372,194,7.07216494845361,0,0,0,0,0
Ladera Heights,CA,893,193,4.62694300518135,11,10,1.1,1.23180291153415,5.18134715025907
Wells Branch,TX,1518,193,7.86528497409326,8,8,1,0.527009222661397,4.14507772020725
Forestville,OH,1106,193,5.73056994818653,6,5,1.2,0.54249547920434,2.59067357512953
Fruit Cove,FL,1849,193,9.58031088082902,9,5,1.8,0.486749594375338,2.59067357512953
Rochester,NH,1718,193,8.90155440414508,9,5,1.8,0.523864959254948,2.59067357512953
Bee Cave,TX,1202,193,6.2279792746114,4,4,1,0.332778702163062,2.07253886010363
Sherwood,AR,2006,193,10.3937823834197,6,4,1.5,0.299102691924227,2.07253886010363
Chicago Ridge,IL,2542,193,13.1709844559586,3,3,1,0.11801730920535,1.55440414507772
Dix Hills,NY,1393,193,7.21761658031088,3,3,1,0.215362526920316,1.55440414507772
La Plata,MD,2413,193,12.5025906735751,3,3,1,0.124326564442603,1.55440414507772
Streetsboro,OH,1582,193,8.19689119170985,6,3,2,0.379266750948167,1.55440414507772
Spreckelsville,HI,465,193,2.40932642487047,2,2,1,0.430107526881721,1.03626943005181
Ponchatoula,LA,1497,193,7.75647668393782,0,0,0,0,0
West Warwick,RI,2226,192,11.59375,10,9,1.11111111111111,0.449236298292902,4.6875
Socastee,SC,2786,192,14.5104166666667,19,8,2.375,0.681981335247667,4.16666666666667
Casper,WY,3255,192,16.953125,7,7,1,0.21505376344086,3.64583333333333
Berkley,MI,1289,192,6.71354166666667,10,5,2,0.775795190069821,2.60416666666667
Easley,SC,1638,192,8.53125,7,5,1.4,0.427350427350427,2.60416666666667
Overlea,MD,1178,192,6.13541666666667,10,4,2.5,0.848896434634975,2.08333333333333
South Apopka,FL,1795,192,9.34895833333333,4,4,1,0.222841225626741,2.08333333333333
Clearfield,UT,1086,192,5.65625,3,3,1,0.276243093922652,1.5625
Derby,CT,1622,192,8.44791666666667,4,3,1.33333333333333,0.246609124537608,1.5625
Fruitville,FL,1222,192,6.36458333333333,10,3,3.33333333333333,0.818330605564648,1.5625
Valley Station,KY,2577,192,13.421875,9,3,3,0.349243306169965,1.5625
Conway,SC,1140,192,5.9375,5,2,2.5,0.43859649122807,1.04166666666667
New Bern,NC,1503,192,7.828125,2,2,1,0.133067198935462,1.04166666666667
Lewiston,ME,2282,191,11.9476439790576,11,8,1.375,0.482033304119194,4.18848167539267
Brushy Creek,TX,2821,191,14.7696335078534,15,7,2.14285714285714,0.531726338177951,3.66492146596859
Franklin Square,NY,1712,191,8.96335078534031,7,7,1,0.408878504672897,3.66492146596859
Gulf Shores,AL,2567,191,13.4397905759162,11,6,1.83333333333333,0.428515777171796,3.1413612565445
Burton,MI,1948,191,10.1989528795812,5,5,1,0.256673511293634,2.61780104712042
Coram,NY,2233,191,11.6910994764398,10,5,2,0.447828034034931,2.61780104712042
Poinciana,FL,2351,191,12.3089005235602,21,4,5.25,0.893236920459379,2.09424083769633
Fountain,CO,1846,191,9.66492146596859,7,3,2.33333333333333,0.37919826652221,1.57068062827225
Lincolnia,VA,927,191,4.85340314136126,6,2,3,0.647249190938511,1.04712041884817
Middletown,OH,1828,191,9.57068062827225,3,2,1.5,0.164113785557987,1.04712041884817
Enid,OK,1454,191,7.61256544502618,1,1,1,0.0687757909215956,0.523560209424084
Calhoun,GA,2310,191,12.0942408376963,0,0,0,0,0
Ridgewood,NJ,1923,190,10.1210526315789,47,10,4.7,2.44409776391056,5.26315789473684
Ashland,OR,2167,190,11.4052631578947,10,9,1.11111111111111,0.461467466543609,4.73684210526316
Glenn Dale,MD,1603,190,8.43684210526316,10,6,1.66666666666667,0.623830318153462,3.15789473684211
North Tustin,CA,2607,190,13.7210526315789,9,6,1.5,0.345224395857307,3.15789473684211
Parkland,WA,1818,190,9.56842105263158,7,6,1.16666666666667,0.385038503850385,3.15789473684211
Aberdeen,SD,1442,190,7.58947368421053,3,3,1,0.208044382801664,1.57894736842105
Amherst,OH,1556,190,8.18947368421053,6,3,2,0.38560411311054,1.57894736842105
Buechel,KY,1289,190,6.78421052631579,3,3,1,0.232738557020946,1.57894736842105
Kerrville,TX,2115,190,11.1315789473684,8,3,2.66666666666667,0.378250591016548,1.57894736842105
Green Tree,PA,1126,190,5.92631578947368,2,2,1,0.177619893428064,1.05263157894737
Medford,NY,1562,189,8.26455026455026,18,10,1.8,1.15236875800256,5.29100529100529
Stevens Point,WI,1817,189,9.61375661375661,9,7,1.28571428571429,0.495321959273528,3.7037037037037
Zephyrhills,FL,1830,189,9.68253968253968,9,7,1.28571428571429,0.491803278688525,3.7037037037037
Sun City West,AZ,1719,189,9.0952380952381,18,6,3,1.04712041884817,3.17460317460317
Carle Place,NY,508,189,2.68783068783069,5,5,1,0.984251968503937,2.64550264550265
West Islip,NY,1859,189,9.83597883597884,4,4,1,0.215169445938677,2.11640211640212
Arden Hills,MN,650,189,3.43915343915344,3,3,1,0.461538461538462,1.58730158730159
Englewood,OH,1278,189,6.76190476190476,3,3,1,0.234741784037559,1.58730158730159
Mango,FL,1093,189,5.78306878306878,4,2,2,0.365965233302836,1.05820105820106
Richmond Heights,OH,2008,189,10.6243386243386,2,2,1,0.099601593625498,1.05820105820106
Terrell,TX,1294,189,6.84656084656085,2,2,1,0.154559505409583,1.05820105820106
Oak Hills,OR,533,189,2.82010582010582,2,1,2,0.375234521575985,0.529100529100529
Desha,AR,2753,188,14.6436170212766,29,10,2.9,1.05339629495096,5.31914893617021
Bethpage,NY,1362,188,7.24468085106383,9,7,1.28571428571429,0.66079295154185,3.72340425531915
Lenoir City,TN,2095,188,11.1436170212766,6,6,1,0.286396181384248,3.19148936170213
Lincoln,CA,1574,188,8.37234042553192,8,6,1.33333333333333,0.508259212198221,3.19148936170213
Oakhurst,NJ,1159,188,6.16489361702128,9,6,1.5,0.776531492666091,3.19148936170213
Pomona,NJ,1576,188,8.38297872340426,8,6,1.33333333333333,0.507614213197969,3.19148936170213
Hewitt,TX,1554,188,8.26595744680851,5,5,1,0.321750321750322,2.65957446808511
Bridgewater,NJ,818,188,4.35106382978723,4,4,1,0.488997555012225,2.12765957446808
Carencro,LA,1939,188,10.313829787234,5,4,1.25,0.257864878803507,2.12765957446808
Notre Dame,IN,731,188,3.88829787234043,3,3,1,0.410396716826265,1.59574468085106
Fullerton,PA,840,188,4.46808510638298,2,2,1,0.238095238095238,1.06382978723404
Haleiwa,HI,494,188,2.62765957446808,2,1,2,0.404858299595142,0.531914893617021
Natalbany,LA,1504,188,8,2,1,2,0.132978723404255,0.531914893617021
Pinewood,FL,923,188,4.90957446808511,1,1,1,0.108342361863489,0.531914893617021
Bellmore,NY,1642,187,8.78074866310161,18,6,3,1.09622411693057,3.20855614973262
Smithtown,NY,1140,187,6.09625668449198,9,6,1.5,0.789473684210526,3.20855614973262
Kenmore,NY,2871,187,15.3529411764706,5,5,1,0.17415534656914,2.67379679144385
Longview,WA,2492,187,13.3262032085561,10,5,2,0.401284109149278,2.67379679144385
Smithfield,RI,956,187,5.11229946524064,6,5,1.2,0.627615062761506,2.67379679144385
St Simons,GA,1773,187,9.48128342245989,7,5,1.4,0.394811054709532,2.67379679144385
Tahlequah,OK,1421,187,7.59893048128342,6,5,1.2,0.422237860661506,2.67379679144385
Tega Cay,SC,1450,187,7.75401069518717,9,5,1.8,0.620689655172414,2.67379679144385
Fairview,NJ,1298,187,6.94117647058824,4,4,1,0.308166409861325,2.13903743315508
